MedInc,HouseAge,AveRooms,AveBedrms,Population,Latitude,Longitude,target
2.412667777469194,1.824634447398159,2.9676864507116996,0.3835436855614868,-1.2323176310222683,1.048516479390932,-1.3288652018868643,3.521
1.3219770399234843,1.824634447398159,0.6351836874909633,0.37775014193328926,-1.1338911610650502,1.048516479390932,-1.3339010034623386,3.413
0.10791386313113763,1.824634447398159,1.0736888190102434,0.4978487355231909,-1.1227784951021382,1.048516479390932,-1.3339010034623386,3.422
0.2366914475802565,1.824634447398159,-0.3614263631154487,0.8353980628556966,-1.364082098868222,1.048516479390932,-1.3339010034623386,2.697
-0.018498970291895473,1.824634447398159,-0.20070600362394028,-1.4442652260031927,-0.2829784530478076,1.0438046068474316,-1.3339010034623386,2.992
-0.3827381926241088,1.824634447398159,-0.3275648110627823,0.209535005639876,-0.18296445938160186,1.0438046068474316,-1.3339010034623386,2.414
-1.085136811686563,1.0048956833342682,-0.8028001294389049,1.0453026865750727,-0.10517579764121963,1.0438046068474316,-1.338936805037813,2.267
0.00318917483306089,1.824634447398159,-0.16418925958563826,-0.8628520268738791,0.4425198819594308,1.0438046068474316,-1.3339010034623386,2.611
-0.3265922468333336,1.824634447398159,0.3144580828416959,0.47570426465001325,-0.5750828155014879,1.048516479390932,-1.338936805037813,2.815
-0.28105389850242796,1.824634447398159,-0.35121047392958743,-0.3489180912666892,0.3679062676370234,1.048516479390932,-1.338936805037813,2.418
-0.41314213438806646,1.824634447398159,0.16816842277389302,-0.5241263380959598,-0.27662835821185805,1.048516479390932,-1.338936805037813,2.135
-0.6843452949225695,1.824634447398159,-1.0804570293751075,0.7466790046294793,-1.4720337110793646,1.0438046068474316,-1.338936805037813,1.913
-1.195739595392338,1.824634447398159,-0.8322675875289084,-0.5711837133541379,-0.09565065538729528,1.048516479390932,-1.338936805037813,1.592
-1.0550031271827294,1.6606866945853809,-0.8516004330640558,0.3614360497620745,-0.9132253655158025,1.048516479390932,-1.338936805037813,1.4
-0.615835079481118,1.824634447398159,0.7505685935274407,0.007635470802228998,-0.7608230894530128,1.048516479390932,-1.34397260661328,1.525
-1.0582462143042182,1.824634447398159,-1.0306070777033933,-1.2101855961917003,-0.9910140272561847,1.048516479390932,-1.34397260661328,1.555
-1.1454717450092613,1.6606866945853809,0.18801752398498642,0.5702783077542942,-0.44808091878249645,1.0438046068474316,-1.338936805037813,1.587
-0.7318430083893744,1.824634447398159,0.302981095325202,0.5361055966085562,-0.9243380314787142,1.0438046068474316,-1.34397260661328,1.629
-1.5733565521006931,0.84094793052149,-0.5856925052719217,0.9073637916269555,-1.3704321937041715,1.048516479390932,-1.34397260661328,1.475
-1.333030283535365,1.0048956833342682,-0.6290749106263626,-0.6751646780100499,-0.5449198650307274,1.048516479390932,-1.34397260661328,1.598
-1.3252603873067978,1.824634447398159,-0.045575161328373616,1.2571833998482893,-0.40839282605781163,1.0438046068474316,-1.34397260661328,1.139
-1.0174373680254838,1.824634447398159,0.04657368568901192,-0.16327057098454917,-0.6655716669137692,1.0438046068474316,-1.34397260661328,0.997
-0.734072630785398,1.824634447398159,0.1185996873162101,-0.1839023366346595,-0.42268053943869816,1.0438046068474316,-1.34397260661328,1.326
-0.8666338168762536,0.9229218069278791,-0.6124068266255085,-0.21282130031434499,-1.5164843749310117,1.048516479390932,-1.3490084081887543,1.075
-0.8288653647739149,1.5787128181789918,-0.3931690712066656,-0.4028559276227483,-1.056102499324668,1.048516479390932,-1.3490084081887543,0.938
-1.2691820058310537,1.824634447398159,-0.34330243861249354,0.18901779675763755,-0.2702782633759085,1.048516479390932,-1.3490084081887543,1.055
-1.3810685115224182,1.6606866945853809,-0.7012469715341205,-0.11467167004749741,-0.22424007581527408,1.0438046068474316,-1.3490084081887543,1.089
-1.3505970054434293,1.824634447398159,-0.4165883383018382,-0.2331136226835311,-1.3926575256299951,1.0438046068474316,-1.3490084081887543,1.32
-1.1885102136840193,1.5787128181789918,-0.07149005119423939,2.0168539875619014,-0.6496964298238953,1.0438046068474316,-1.3490084081887543,1.223
-1.1654707822584425,1.824634447398159,-0.24773817255963843,0.6419042018898939,-0.16550169858274055,1.0438046068474316,-1.3490084081887543,1.152
-1.2766816447994966,1.4967389417726027,0.5596249813525284,2.591105173153237,-0.3909300652589503,1.0438046068474316,-1.34397260661328,1.104
-1.561735489915358,1.5787128181789918,-0.10772954345879351,0.9676737597244484,-0.8227365141035211,1.039092734303928,-1.34397260661328,1.049
-0.6460363282999826,1.74266057099177,-0.16284241641430608,0.3453538565556221,-0.022624564773875214,1.039092734303928,-1.34397260661328,1.097
-1.486671535915898,1.5787128181789918,-0.5118914229148375,0.30472515792879984,-1.1148408765572013,1.039092734303928,-1.34397260661328,0.972
-1.7494291570715237,1.4967389417726027,-0.3181626313684416,1.6057397352803582,-0.4528434899094586,1.039092734303928,-1.34397260661328,1.045
-1.537885286709409,1.824634447398159,-1.3170510230180155,-1.199028167456697,-0.5893705288823744,1.039092734303928,-1.3490084081887543,1.039
-0.1395066585124472,1.824634447398159,-0.3655579044908265,0.3014216108317164,-0.9259255551877016,1.039092734303928,-1.338936805037813,1.914
-0.7409641909185618,1.824634447398159,-1.557899238920578,-0.307361364271697,0.1662907565956245,1.039092734303928,-1.338936805037813,1.76
-1.0733806208711663,1.824634447398159,-0.8773105886622905,0.1936005243111989,-0.5179319619779417,1.039092734303928,-1.338936805037813,1.554
-1.798210592523918,1.5787128181789918,-1.2952371286908368,0.31372688679122585,-1.2862934371278398,1.0438046068474316,-1.338936805037813,1.188
0.18770731918276892,1.824634447398159,-0.3271373998512284,-0.4136128052926592,-1.2783558185829027,1.0438046068474316,-1.338936805037813,1.888
-0.4553698312824522,1.824634447398159,-0.1913844217026775,0.258113466011041,-0.971963742748336,1.039092734303928,-1.338936805037813,1.844
-0.6821832368415768,1.824634447398159,-0.764131681594386,0.7732580757974117,-0.8798873676270672,1.039092734303928,-1.338936805037813,1.823
-1.1218917990634365,1.6606866945853809,-1.3630459926654401,0.1704098877973632,-1.0418147859437812,1.039092734303928,-1.338936805037813,1.425
-1.3186390844337583,1.0868695597406572,-1.0991138171178563,2.775347489100087,-1.1338911610650502,1.0343808617604275,-1.34397260661328,1.375
-1.8484784429069947,0.84094793052149,-1.1748603753534166,2.5589831083014043,-1.348206861778348,1.0343808617604275,-1.338936805037813,1.875
-1.2914782297912895,0.84094793052149,-2.3195009453404123,0.26219198905384716,-0.9084627943888403,1.0343808617604275,-1.34397260661328,1.125
-1.867936965635928,-0.7165557211999025,-2.9254173982662595,-0.20334228397476997,-0.8528994645742816,1.0343808617604275,-1.34397260661328,1.719
-1.474239701950191,1.0868695597406572,-0.5237788221320077,1.086415829144185,-0.33536673544439155,1.0343808617604275,-1.34397260661328,0.938
-1.7402404102273055,0.9229218069278791,-0.6333522935611717,2.0495302633325014,1.090229555226287,1.0343808617604275,-1.34397260661328,0.975
-1.6478799915799047,1.824634447398159,-1.0096545198913756,1.3799636670876563,-0.1750268408366649,1.0343808617604275,-1.34397260661328,1.042
-1.4030944782225299,1.824634447398159,-0.11616534084130822,-0.587558659499436,-0.906875270679853,1.0343808617604275,-1.3490084081887543,0.875
-1.5372096435590985,1.824634447398159,-0.8015380526210125,0.8491497195282213,-1.105315734303277,1.0343808617604275,-1.3490084081887543,0.831
-1.4734289301698185,1.824634447398159,-0.34418382908096073,0.960294309082544,-1.032289643689857,1.0343808617604275,-1.3490084081887543,0.875
-1.668419543349334,1.824634447398159,-0.5494382082471196,1.1061396030463684,-0.31472892722755547,1.0343808617604275,-1.3490084081887543,0.803
-0.19835517690446308,1.824634447398159,0.8025615829195044,1.2054275576337266,-1.1402412559009996,1.039092734303928,-1.3540442097642287,0.757
-1.7024719581249665,1.824634447398159,0.24219947577553141,1.0453026865750727,-1.06086507045163,1.0296689892169273,-1.359080011339696,0.784
-1.9464466997019696,1.4967389417726027,-0.7193357962653113,0.2760280801336496,-0.7687607079979497,1.0296689892169273,-1.359080011339696,0.844
-1.8284794056578137,1.3327911889598245,-0.5288695577833512,0.09254660026781444,0.8743263308040017,1.0296689892169273,-1.3540442097642287,1.292
