RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
0.6334858860146907,0.9831609213847079,0.4575888208401057,1.09011832634939,0.8957396636328975,0.8802367226776591,0.9820458578645906,0.5410081928092804,0.7213562691730839,1.0559817384362946,1.0895318294261953,15.04
0.5683128774573265,1.3793694626628017,-0.07108616939964052,0.1917514005593984,0.5932118602902697,0.2660251923367565,0.49481279300262926,0.4890554997022843,0.4459367265191127,0.3413408130897956,0.9110169444283241,13.83
1.316815006040392,1.3793694626628017,0.26780805511301736,1.360594390028098,0.2658496850314567,-0.15275539653204087,0.43867995142867056,-0.0057320536976765615,0.10431056303486042,-0.14982133491467114,0.02030204949103003,12.71
-0.24733719933635748,-0.7358063436395245,0.13676895496812297,-0.42647960213478964,-1.2309856404622892,-1.0712808214509364,-0.14959222826641624,-1.551943158072554,-0.6027761474325459,-0.5894114573786688,-1.3352953584615534,10.88
0.2957712053083472,0.6302876893089049,0.06221222557533821,0.08549294697133479,0.16199685701831612,0.4167862043295238,0.5891159668468798,-0.37682271874764695,0.7451906526719853,0.505880132671292,0.05191406037606969,11.83
0.2720719294693057,-0.42833200691850354,-0.2676448196169819,0.24649060392294628,-1.0435990160037962,-0.6189977854726353,0.30845175897708643,-0.9012975253516055,-0.24790865978223717,-0.19157011749505082,-0.8406603646132859,13.17
0.3293451794136562,0.8449006491678726,-0.3715723818008638,-0.304121382851565,0.5187087445417122,0.45028865143902735,-0.028345290466665674,0.30351016717729895,-0.13932980162057546,-0.07860282345402347,0.2453051857904302,13.79
-0.1722894925127254,-0.0919674640626212,-0.7963198098567283,0.0017741653564968959,-0.08408919196934383,0.15993410982332784,1.121255304968008,-0.1096374399116681,0.30293042552570487,0.5353498615515602,0.7399401796386981,16.46
0.14765073131433684,0.13089984040630687,-0.25860764029664457,-0.37174039877124176,0.08523607109555954,0.02034058020039539,-0.2820657343809591,0.5113209396052829,-0.08371624012313902,0.19644797942847791,0.07422842100080343,15.37
0.30367096392136095,0.19074383882851886,1.887722448283522,0.7810028250022965,-0.06377016040155506,-0.04945618461107083,0.4768502836989625,-0.06758049787267145,0.11490362236770522,0.17680149350829924,-0.7551219822184725,11.83
-0.24733719933635748,-0.06720443023274046,-0.6155762234499775,-1.0028512140215589,-0.28953717782142624,0.14876662745349323,-0.39433141752887624,0.06601214154531798,-0.6345553254310811,0.0957597390875622,1.5004879709317112,16.92
1.563682462697076,0.3888481094675662,1.6617929652750834,1.4926124687284188,0.06717470970196984,0.7657700283868549,1.4019195128378015,0.8502504136842559,0.5995360868453657,1.5471438864407614,0.5484085842763986,14.09
-0.37768321645108666,-1.3734544647589575,-0.6065390441296398,-0.9481120106580109,-1.7389614296569993,-1.607319975202997,-1.0477176934497554,-1.8512896278795303,-1.5296688390564868,-1.2058199531242746,-1.3743454895548377,7.04
-0.5514779059373923,-0.9359742004310617,-0.9183217306812852,-1.6854812794963914,-1.6441392823406535,-1.4900614103197338,-1.3957413112082993,-1.3565020744795695,-2.0143013035341473,-1.377726704925838,-1.0173157195590956,5.17
0.041003990038649206,-0.1084761532825418,0.13676895496812297,-1.1380892458609124,-0.5898073109898552,-1.0014840566394703,-1.5259695036598833,-0.30507852350465264,-0.888788749419362,-0.6508067258792273,-0.9485131076328328,6.75
0.9060275581636703,0.21757045881089,1.0224125283612022,-0.38462021132737073,0.30423007799283475,0.0566348979023578,-0.01038278116299888,0.17981327882730874,0.027510882871734105,-0.23331890007543046,0.07422842100080343,9.04
1.1686945320463817,0.8614093383877931,1.3974554701552098,1.360594390028098,0.8957396636328975,1.8573914300381862,0.9259130162906319,0.7364492764022647,0.1599241245322971,0.7612844496336149,0.6097730759944168,16.08
