PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO(GT)
1.4784616808297775,0.4319707138741781,0.5444549354452205,-0.31468464273173435,1.144629917312128,0.0971169934957214,0.7952880695675829,0.7922005786805688,-0.5195480212901672,0.04871413493612689,-0.5913470464499166,0.6074082835843113
1.1046524560933375,-0.0015377598228530356,0.13289935602129477,-0.7541613392293008,1.728267347693886,-0.40895292195877697,0.39176087553681793,-0.091201375399273,-0.553040653466941,-0.02005745690131594,-0.671155159216731,0.0516317203853296
1.7093438490493433,-0.07089911561437809,0.06053793546324189,-0.5588383630081603,1.5601006304652438,0.12121556089831656,0.3796247193253664,0.21321416283094277,-0.7093396036252195,0.34099340024526004,-0.6101254259244614,0.2368905747849903
1.5664167925324692,-0.036218437718615715,0.10124123452714663,-0.27282971925577565,1.322688794377749,0.3140041001190778,0.4676118518583903,0.5982102847103333,-0.8098175001555415,0.6848513594324754,-0.5199397876585568,0.2368905747849903
0.9947085664649727,-0.5044075893114093,-0.4052887093792235,-0.5588383630081603,1.8815958251670597,0.16941269570350687,0.18241218088927824,0.32065494102984243,-0.7874890787043589,0.6619274954866612,-0.5147510249090116,-0.31888598841399135
0.5824189803586052,-0.8165336903732717,-0.7942313448787577,-0.8518228273398712,2.53447837440767,-0.31255865234839636,-0.11188960723842248,-0.1598440948041256,-0.7874890787043589,0.6390036315408468,-0.5246343825271926,-0.6894036972133125
1.3300374298314852,-0.24430250509319057,-0.11584302714701199,-0.25887807809712277,1.5403163107912858,0.07301842609312623,0.2643312353165764,0.2967792125411981,-0.8321459216067241,0.535846243784682,-0.6333513163271874,0.0516317203853296
1.4289869304970133,0.01580257912502815,0.1555122999456863,-0.5727900041668131,1.2583897554373857,-0.19206581533542053,0.4645778128055274,0.07592872402123761,-0.8656385537834981,0.719237155351197,-0.5634265611785545,0.2368905747849903
0.7803179816896616,-0.5390882672071718,-0.44599200844312825,-0.6913789540153629,1.9458948641074227,-0.264361517543206,0.04891446256331091,-0.42546157424029424,-0.8321459216067241,0.5931559036492179,-0.5977712289017347,-0.22625656121416124
0.4834694796930769,-0.7645126735296279,-0.739960279460218,-0.8099679038639125,2.489963655141265,-0.40895292195877697,-0.2059448178771722,-0.9895256597845176,-0.8656385537834981,0.56450107371695,-0.6471880169926414,-0.4115154156138217
0.7968095651339163,-0.7298319956338655,-0.6856892140416784,-0.7471855186499744,2.356419497342049,-0.3366572197509915,-0.08761729481551933,-1.0104169222120813,-0.9772806610394114,1.0745570465113194,-0.4991847366603757,-0.31888598841399135
1.071669289204828,-0.36568487772835934,-0.25604327947823946,-0.4542010543182634,1.6689143886720121,0.07301842609312623,0.32501201637383426,-0.6075140039662076,-1.1112511897465072,1.6247297812108645,-0.3899736349794719,-0.040997706814500746
1.5389308201253782,0.3626093580826531,0.49018387002668085,-0.028675998979349807,0.7835660832623963,0.4585955045346488,0.9105815535763728,0.10278891857096253,-1.144743821923281,1.8940851825741825,-0.30522384340356695,0.885296565183802
1.2036019567588658,-0.10557979351014046,0.03340240275397206,-0.1891198723038582,1.2732279951928542,0.4103983697294585,0.6587563121887526,-0.16879749298736724,-1.1112511897465072,1.819582624750286,-0.29484631790447663,0.2368905747849903
1.1046524560933375,-0.1922814882495467,-0.06157196172847233,-0.12633748708992015,1.3770956734811333,0.5308912067424343,0.4888501252284306,-0.1359683663154812,-0.9549522395882287,1.3267195499152777,-0.34648686145947416,0.2368905747849903
1.6048971539023968,0.31058834123900925,0.42686762703838455,0.22245354187640248,0.9072180812246331,0.627285476352815,0.877207123994881,0.3027481446633592,-0.9437880288626372,1.120404774402948,-0.44136709459401496,0.885296565183802
2.6933416612232075,1.9752608802356093,1.7791216737169977,0.4875347238908077,-0.12651262173966704,1.0128625547943375,1.9815973392369746,1.2130102932929259,-0.8879669752346807,0.9255519308635264,-0.47101716744855904,2.6452556819805766
1.2200935402031206,0.5880337644051095,0.6801325989915696,0.20152608013842313,0.65496800538167,0.65138404375541,0.8407986553605263,0.8429365017189382,-1.0219375039417766,0.914089998890619,-0.6306333929821876,1.8115908371821046
-0.6929301393304255,-0.8165336903732717,-0.798753933663636,-0.8169437244432389,2.4751254153857967,-0.5776428937769431,-0.29393195041019615,-0.5418557506224356,-1.1224154004720985,0.8797042029718974,-0.7576345383758177,-0.4115154156138217
-0.06075277396732841,-0.6084496229986966,-0.5454889617104509,-0.6216207482220983,2.123953741173044,-0.28846008494580117,-0.16650231018995457,-0.5567780809278383,-1.1112511897465072,0.5988868696356716,-0.8730227385680848,-0.22625656121416124
-0.2586517752983849,-0.5217479282592905,-0.4369468308733716,-0.5448867218495073,2.0893311817436175,0.02482129128793591,-0.1574001930313659,-0.5090266239505495,-1.1782364541000552,0.6676584614731148,-0.9051436508271742,-0.040997706814500746
-0.5664946662578061,-0.9205757240605592,-0.9389541859948635,-0.9006535713951564,2.8262970895985493,-0.4330514893613721,-0.3819190829432201,-0.9268518725018261,-1.245221718453603,0.7880087471886399,-0.9130503369217191,-0.5041448428136521
-0.00028363467172781687,-0.8685547072169154,-0.8846831205763238,-0.7123064157533422,2.781782370332144,-0.11977011312763505,-0.2089788569300351,-0.7597217730813155,-1.3233711935327421,0.9771306247416082,-0.9031669793035378,-0.5041448428136521
2.726324828111717,1.4723910507470526,1.4037468045720984,0.6689060589532955,0.35820321027230145,0.7718768807683859,1.426368192563065,1.186150098743201,-1.2228932970024202,0.8625113050125368,-0.8579506182003582,2.274737973181256
1.4234897360155951,0.7961178317796843,0.8700813279564584,-0.16819241056587886,0.4323944090496436,0.3140041001190778,0.8559688506248407,0.6996821307870719,-0.5642048641925325,-0.36391541608853134,-0.9021786435417197,1.0705554195834626
0.9452338161322087,0.3799496970305343,0.5037516363813157,0.03410638623458827,0.7143209644035436,0.8200740155735762,0.5100883985984708,0.49076950651143364,-0.4413985462110278,-0.5530372936415,-0.921204106956719,0.7000377107841417
0.6318937306913692,0.13718495176019677,0.2730996083525222,-0.4751285160562428,1.040762239023849,0.0971169934957214,0.32501201637383426,-0.1299994341933201,-0.36324907113188865,-0.6619256473841182,-0.9330641360985363,0.14426114758515995
0.8847646768366081,0.27590766334324685,0.40877727189887136,-0.35653956620769306,0.9072180812246331,0.16941269570350687,0.49491820333415637,-0.05837224872738699,-0.24044275315038396,-0.77654496711319,-0.9165095120880827,0.514778856384481
1.0771664836862462,0.5880337644051095,0.6891777765613263,-0.33561210446971373,0.6153993660337541,0.338102667521673,0.6981988198759702,0.17441610403689567,-0.21811433169920139,-0.7077733752757467,-0.8428784978326317,0.7000377107841417
1.4399813194598499,0.8307985096754467,0.8881716830959716,-0.1472649488278995,0.4818552082345383,0.4103983697294585,0.9409219441050019,0.40720445680117834,-0.273935385327158,-0.6332708174518502,-0.830524300809905,0.885296565183802
1.1981047622774474,0.5706934254572279,0.6665648326369347,-0.23097479577981694,0.6401297656262015,0.26580696531388753,0.6890967027173815,0.32662387315200353,-0.26277117460156674,-0.6218088854789429,-0.8189113556085421,0.7926671379839716
1.0057029554278092,0.39729003597841545,0.521841991520829,-0.4262977720009576,0.8973259213876542,0.24170839791129237,0.5464968672328255,-0.025543122055500977,-0.1511290673456537,-0.7880068990860973,-0.8455964211776316,0.4221494291846506
2.303040853042513,1.7151557960173904,1.5891729447521088,-0.03565181955867626,-0.06221358279930386,0.9646654199891471,1.4567085830916937,1.2159947593540066,-0.3520848604062974,-0.4842657018040568,-0.791979206098998,1.8115908371821046
2.385498770263786,1.5244120675906965,1.4489726924208814,-0.06355510187598207,-0.01769886353289859,0.8682711503787666,1.2655641227613315,1.3294044696750673,-0.43023433548543655,-0.26648899431882056,-0.7134065130344562,1.6263319827824443
2.7867939674073177,1.8538785076004407,1.6886698980194315,0.4387039798355225,-0.3589783779086723,0.9646654199891471,1.5507637937304435,1.863623894608485,-0.687011182174037,0.30087663834008477,-0.6017245719490071,2.274737973181256
2.1601137965256387,0.8481388486233281,0.9107846270203631,0.292211747669667,0.07133057499991195,0.7236797459631955,0.8893432802063326,1.4577365103015307,-0.8098175001555415,0.6332726655543932,-0.5513194480962823,1.4410731283827836
1.0386861223163186,0.03314291807290934,0.1736026550851995,-0.12633748708992015,0.6846444848926068,0.0971169934957214,0.34625028974387456,0.8429365017189382,-0.9772806610394114,0.9198209648770723,-0.5866524515812805,0.7000377107841417
0.5769217858771869,-0.348344538780478,-0.23795292433872622,-0.5030317983735486,1.21882111608947,-0.28846008494580117,0.10049312646198011,0.422126787106581,-1.0219375039417766,0.9083590329041653,-0.6296450572203696,-0.040997706814500746
0.5109554521001681,-0.6951513177381029,-0.6495085037626519,-0.8936777508158299,1.738159507530865,-0.6499385959847286,-0.1968427007185835,0.12069571493744581,-1.0554301361185505,0.9083590329041653,-0.6709080752762765,-0.31888598841399135
-0.6214666110719884,-1.180680808278778,-1.3595549429885458,-1.0401699829816855,2.945003007642297,-1.0596142418288463,-0.4729402545291069,-0.5478246827445967,-1.1112511897465072,0.8911661349448048,-0.7386090749608186,-0.874662551612973
0.0491911156610363,-1.1286597914351342,-1.2645805785061013,-1.1029523681956235,2.875757888783444,-1.1801070788418222,-0.49114448884628426,-0.500073225767308,-1.2340575077280118,1.1146738084164947,-0.7620820493039994,-0.6894036972133125
